order_id,order_number,customer_id,channel_id,order_date,status,currency,subtotal,discount_total,tax_total,shipping_total
867,ORD2025-000867,918,5,18/08/2025 17:35,closed,CAD,65.6,8.18,4.02,19.99
868,ORD2025-000868,704,1,16/02/2025 18:26,closed,CAD,4.2,0,0.29,7.99
869,ORD2025-000869,999,2,17/08/2025 01:54,paid,CAD,239.4,14.31,29.26,19.99
870,ORD2025-000870,98,3,24/08/2025 19:44,paid,CAD,40.1,0.2,5.19,7.99
871,ORD2024-000871,638,1,27/10/2024 21:09,closed,CAD,87.3,0,6.11,0
872,ORD2025-000872,647,6,01/05/2025 17:59,paid,CAD,35.44,0,4.61,7.99
873,ORD2025-000873,924,4,18/06/2025 21:03,paid,CAD,335.74,24.93,40.4,0
874,ORD2025-000874,643,3,11/07/2025 02:35,paid,CAD,38.08,0,4.95,7.99
875,ORD2025-000875,2,2,06/06/2025 21:47,closed,CAD,76.27,2.87,9.54,0
876,ORD2025-000876,403,2,21/06/2025 15:59,fulfilled,CAD,13.1,0.66,1.62,7.99
877,ORD2025-000877,113,4,03/04/2025 01:07,paid,CAD,33.3,0,4.33,7.99
878,ORD2024-000878,954,1,24/09/2024 08:40,fulfilled,CAD,384.46,31.25,24.72,0
879,ORD2025-000879,95,2,29/05/2025 20:30,fulfilled,CAD,81.25,0,5.69,0
880,ORD2025-000880,987,1,25/04/2025 11:14,fulfilled,CAD,359.56,0,46.73,0
881,ORD2025-000881,657,7,11/08/2025 15:03,paid,CAD,13.05,0,1.7,7.99
882,ORD2025-000882,831,2,04/02/2025 20:48,fulfilled,CAD,27.24,0,1.9,7.99
883,ORD2025-000883,802,2,03/01/2025 02:14,fulfilled,CAD,11.14,0,0.78,7.99
884,ORD2025-000884,648,7,08/09/2025 23:00,fulfilled,CAD,7.16,0,0.5,7.99
885,ORD2025-000885,149,2,12/02/2025 03:13,fulfilled,CAD,63.58,0,8.27,0
886,ORD2025-000886,551,5,09/06/2025 16:46,closed,CAD,34.7,0,4.51,7.99
887,ORD2025-000887,471,2,17/01/2025 05:12,fulfilled,CAD,14.36,0,1.01,7.99
888,ORD2024-000888,846,1,21/12/2024 13:56,closed,CAD,35.51,0,2.48,7.99
889,ORD2024-000889,64,5,16/09/2024 18:39,cancelled,CAD,53.37,0,6.94,0
890,ORD2025-000890,155,2,07/01/2025 12:14,closed,CAD,58.49,1.21,7.45,0
891,ORD2025-000891,408,3,06/04/2025 08:24,cancelled,CAD,61.73,0,4.32,0
892,ORD2025-000892,989,6,17/07/2025 05:55,cancelled,CAD,220.48,24.38,25.5,19.99
893,ORD2024-000893,196,1,31/10/2024 09:12,paid,CAD,65.06,0,8.45,0
894,ORD2025-000894,571,1,28/06/2025 00:04,paid,CAD,45.61,0,5.92,7.99
895,ORD2025-000895,53,2,19/03/2025 01:55,fulfilled,CAD,41.26,0,2.89,7.99
896,ORD2025-000896,44,1,25/07/2025 09:50,closed,CAD,14.38,0,1.87,7.99
897,ORD2025-000897,337,3,25/02/2025 03:17,paid,CAD,35.8,1.36,2.41,7.99
898,ORD2025-000898,916,5,06/07/2025 03:45,paid,CAD,183.24,4.87,23.19,19.99
899,ORD2025-000899,248,3,12/05/2025 01:19,fulfilled,CAD,28.68,1.43,3.54,7.99
900,ORD2025-000900,775,2,21/05/2025 23:17,closed,CAD,99.46,3.39,6.72,0
901,ORD2024-000901,697,6,30/09/2024 02:32,cancelled,CAD,64.86,0,4.54,0
902,ORD2024-000902,677,4,10/10/2024 07:14,closed,CAD,38.12,1.42,4.77,7.99
903,ORD2025-000903,677,1,28/05/2025 16:16,fulfilled,CAD,14.9,0,1.94,7.99
904,ORD2025-000904,962,1,03/02/2025 04:25,closed,CAD,318.42,1.94,41.15,0
905,ORD2024-000905,912,1,08/10/2024 22:15,closed,CAD,324.36,9.56,40.93,0
906,ORD2024-000906,406,1,21/12/2024 19:20,paid,CAD,14.66,0,1.91,7.99
907,ORD2025-000907,69,6,30/06/2025 19:29,fulfilled,CAD,14.39,0,1.87,7.99
908,ORD2025-000908,562,5,24/02/2025 18:14,paid,CAD,42.96,2.15,2.86,7.99
909,ORD2024-000909,424,4,23/09/2024 21:48,fulfilled,CAD,287.3,0,37.35,0
910,ORD2025-000910,357,1,15/02/2025 15:16,paid,CAD,57.4,0,4.02,0
911,ORD2025-000911,324,6,16/02/2025 02:44,fulfilled,CAD,55.16,1.69,6.95,0
912,ORD2024-000912,4,2,19/10/2024 19:05,closed,CAD,106.07,0,7.42,0
913,ORD2025-000913,745,5,24/02/2025 10:08,fulfilled,CAD,30.55,0,2.14,7.99
914,ORD2024-000914,245,1,18/12/2024 17:46,fulfilled,CAD,48.12,0,3.37,7.99
915,ORD2025-000915,583,3,21/07/2025 01:44,fulfilled,CAD,9.5,0,1.24,7.99
916,ORD2025-000916,874,2,16/06/2025 02:04,paid,CAD,304.76,25.97,19.52,0
917,ORD2024-000917,855,1,05/10/2024 22:22,paid,CAD,191.64,0,13.41,19.99
918,ORD2025-000918,346,1,03/02/2025 22:10,fulfilled,CAD,16.68,0,1.17,7.99
919,ORD2024-000919,828,1,15/11/2024 15:04,paid,CAD,47.57,0,6.18,7.99
920,ORD2025-000920,236,1,28/01/2025 01:38,closed,CAD,17.2,0,1.2,7.99
921,ORD2024-000921,705,5,10/12/2024 19:45,paid,CAD,20.25,0,2.63,7.99
922,ORD2025-000922,973,1,15/07/2025 10:13,paid,CAD,456.86,17,30.79,0
923,ORD2024-000923,483,2,20/11/2024 19:08,fulfilled,CAD,3.81,0,0.27,7.99
924,ORD2024-000924,172,3,23/10/2024 11:32,fulfilled,CAD,28.74,0,3.74,7.99
925,ORD2025-000925,33,6,10/05/2025 18:23,cancelled,CAD,85.84,1.68,10.94,0
926,ORD2025-000926,586,2,16/08/2025 18:29,closed,CAD,19.04,0,2.48,7.99
927,ORD2025-000927,390,1,10/07/2025 02:32,closed,CAD,37.96,0,4.94,7.99
928,ORD2025-000928,222,7,28/07/2025 07:01,fulfilled,CAD,54.85,0,3.84,0
929,ORD2025-000929,187,1,04/07/2025 16:40,fulfilled,CAD,14.64,0,1.02,7.99
930,ORD2024-000930,21,7,25/11/2024 04:53,fulfilled,CAD,78.15,0.37,10.11,0
931,ORD2025-000931,760,7,19/05/2025 12:51,paid,CAD,4.91,0,0.64,7.99
932,ORD2025-000932,38,1,26/07/2025 05:51,fulfilled,CAD,66.74,0,8.68,0
933,ORD2025-000933,505,1,18/01/2025 09:42,paid,CAD,83.32,0,10.83,0
934,ORD2024-000934,623,1,30/12/2024 05:58,fulfilled,CAD,32.61,0.91,2.22,7.99
935,ORD2025-000935,235,2,06/08/2025 03:03,fulfilled,CAD,53.79,0,3.77,0
936,ORD2024-000936,148,4,22/10/2024 21:46,paid,CAD,28.23,0,3.67,7.99
937,ORD2025-000937,405,3,13/07/2025 00:10,closed,CAD,92,0,6.44,0
938,ORD2025-000938,797,1,27/07/2025 17:02,fulfilled,CAD,177.02,0,12.39,0
939,ORD2025-000939,22,1,18/08/2025 21:13,cancelled,CAD,71.85,0,9.34,0
940,ORD2025-000940,972,7,06/02/2025 00:17,paid,CAD,522.78,24.07,64.84,0
941,ORD2024-000941,950,6,20/09/2024 13:48,fulfilled,CAD,332.12,12.75,22.35,0
942,ORD2025-000942,34,1,02/05/2025 12:30,paid,CAD,28.74,0,3.74,7.99
943,ORD2025-000943,964,1,26/01/2025 23:25,closed,CAD,239.46,14.08,15.77,19.99
944,ORD2024-000944,461,1,14/11/2024 09:20,paid,CAD,7.68,0,1,7.99
945,ORD2024-000945,546,3,02/10/2024 22:03,cancelled,CAD,130.83,0,9.16,0
946,ORD2025-000946,247,2,11/08/2025 12:51,fulfilled,CAD,52.58,0,3.68,0
947,ORD2024-000947,422,5,20/11/2024 18:20,fulfilled,CAD,45.87,1.65,3.09,7.99
948,ORD2025-000948,256,5,25/01/2025 12:41,cancelled,CAD,106.35,0,7.44,0
949,ORD2025-000949,840,6,02/04/2025 13:36,fulfilled,CAD,85.67,0.95,11.01,0
950,ORD2025-000950,676,2,19/08/2025 00:18,fulfilled,CAD,116,1.71,8,0
951,ORD2024-000951,545,3,26/10/2024 14:47,paid,CAD,17.63,0,1.23,7.99
952,ORD2025-000952,979,2,16/01/2025 15:21,fulfilled,CAD,184.38,2.86,23.6,19.99
953,ORD2024-000953,295,3,21/12/2024 20:30,fulfilled,CAD,27.58,0,1.93,7.99
954,ORD2025-000954,286,2,30/04/2025 16:41,closed,CAD,18.18,0.91,2.25,7.99
955,ORD2024-000955,343,1,01/12/2024 05:07,fulfilled,CAD,4.91,0,0.34,7.99
956,ORD2024-000956,729,1,26/12/2024 21:51,fulfilled,CAD,34.49,0,2.41,7.99
957,ORD2025-000957,741,4,02/05/2025 21:19,fulfilled,CAD,68.3,2.91,4.58,0
958,ORD2025-000958,627,3,25/05/2025 03:56,cancelled,CAD,11.31,0,1.47,7.99
959,ORD2025-000959,431,6,01/05/2025 14:31,fulfilled,CAD,93.15,0,6.52,0
960,ORD2025-000960,220,4,25/07/2025 09:42,paid,CAD,29.06,1.45,3.59,7.99
961,ORD2025-000961,859,1,29/05/2025 12:33,fulfilled,CAD,133.2,11.1,15.87,19.99
962,ORD2025-000962,153,2,01/05/2025 06:05,fulfilled,CAD,29.32,0,3.81,7.99
963,ORD2025-000963,42,3,25/07/2025 01:59,paid,CAD,98.42,1.72,6.76,0
964,ORD2025-000964,110,1,09/09/2025 18:00,closed,CAD,41.89,0,5.44,7.99
965,ORD2025-000965,59,7,11/01/2025 17:49,fulfilled,CAD,14.31,0.72,1.77,7.99
966,ORD2024-000966,994,4,03/12/2024 18:25,paid,CAD,510.3,13.64,64.57,0
967,ORD2024-000967,158,2,19/10/2024 08:55,fulfilled,CAD,24.53,0,1.71,7.99
968,ORD2025-000968,339,1,10/02/2025 08:11,paid,CAD,77.18,0,5.4,0
969,ORD2025-000969,571,2,16/03/2025 22:26,fulfilled,CAD,33.21,0,4.32,7.99
970,ORD2024-000970,102,1,09/12/2024 13:32,closed,CAD,6.93,0.35,0.86,7.99
971,ORD2025-000971,914,2,22/06/2025 08:58,fulfilled,CAD,224.94,4.09,15.46,19.99
972,ORD2025-000972,508,2,21/05/2025 00:15,fulfilled,CAD,43.36,0,3.04,7.99
973,ORD2025-000973,1,1,16/06/2025 00:00,closed,CAD,86.64,0,6.06,0
974,ORD2025-000974,479,1,17/03/2025 21:44,paid,CAD,17.1,0,2.22,7.99
975,ORD2024-000975,587,1,17/10/2024 08:33,cancelled,CAD,52.12,2.61,6.44,7.99
976,ORD2025-000976,985,1,12/06/2025 22:12,paid,CAD,345.22,38.82,39.83,0
977,ORD2024-000977,404,1,19/12/2024 09:17,paid,CAD,33.3,0,4.33,7.99
978,ORD2025-000978,253,3,03/07/2025 01:01,paid,CAD,48.09,0,6.25,7.99
979,ORD2025-000979,929,1,31/08/2025 13:11,fulfilled,CAD,276.36,32.1,17.1,19.99
980,ORD2025-000980,146,2,27/01/2025 13:27,cancelled,CAD,70.56,0,9.17,0
981,ORD2025-000981,219,1,11/02/2025 22:18,fulfilled,CAD,35.71,0,2.5,7.99
982,ORD2025-000982,508,6,17/01/2025 06:36,paid,CAD,72.84,0,5.1,0
983,ORD2025-000983,650,1,16/07/2025 10:12,closed,CAD,44.71,0.88,5.69,7.99
984,ORD2025-000984,97,1,24/05/2025 22:49,fulfilled,CAD,21.86,0,2.84,7.99
985,ORD2024-000985,222,1,19/09/2024 20:09,fulfilled,CAD,14.32,0,1,7.99
986,ORD2024-000986,281,2,21/11/2024 01:21,paid,CAD,52.78,0,6.86,0
987,ORD2025-000987,259,1,03/06/2025 10:29,fulfilled,CAD,72.57,0,9.44,0
988,ORD2024-000988,74,1,04/10/2024 08:56,fulfilled,CAD,220.49,0.24,15.42,0
989,ORD2025-000989,815,3,05/08/2025 01:16,closed,CAD,57.28,0,7.45,0
990,ORD2024-000990,270,6,11/10/2024 06:04,fulfilled,CAD,244.34,3.55,16.86,0
991,ORD2025-000991,949,1,23/05/2025 00:34,fulfilled,CAD,150,3.3,10.27,19.99
992,ORD2024-000992,489,1,25/09/2024 11:36,paid,CAD,7.64,0,0.53,7.99
993,ORD2025-000993,649,3,17/01/2025 18:59,fulfilled,CAD,114.63,0,8.03,0
994,ORD2024-000994,651,3,20/12/2024 22:48,fulfilled,CAD,35.28,1.76,4.36,7.99
995,ORD2025-000995,928,5,13/08/2025 04:03,paid,CAD,261.6,6.61,33.15,0
996,ORD2025-000996,595,6,20/06/2025 03:56,closed,CAD,41.29,0,2.89,7.99
997,ORD2025-000997,979,2,19/02/2025 05:17,paid,CAD,217.58,7.63,27.29,19.99
998,ORD2025-000998,131,2,01/09/2025 09:39,fulfilled,CAD,49.24,0,3.45,7.99
999,ORD2025-000999,833,1,27/03/2025 22:26,fulfilled,CAD,119.06,0,8.33,0
1000,ORD2025-001000,224,1,20/08/2025 01:37,paid,CAD,24.57,0,3.2,7.99
1001,ORD2024-001001,214,1,25/11/2024 16:21,closed,CAD,81.63,1.61,10.4,0
1002,ORD2025-001002,632,1,20/06/2025 11:35,paid,CAD,29.82,0,2.09,7.99
1003,ORD2025-001003,897,1,25/02/2025 22:35,closed,CAD,290.38,4.35,37.18,0
1004,ORD2024-001004,539,3,12/09/2024 06:08,closed,CAD,22.22,0.35,1.53,7.99
1005,ORD2024-001005,710,1,10/10/2024 17:26,fulfilled,CAD,17.3,0,2.25,7.99
1006,ORD2025-001006,37,2,13/06/2025 10:33,closed,CAD,11.08,0,1.44,7.99
1007,ORD2025-001007,19,2,14/05/2025 15:22,paid,CAD,110.9,2.21,7.6,0
1008,ORD2025-001008,190,2,24/04/2025 16:24,paid,CAD,17.69,0.88,1.18,7.99
1009,ORD2024-001009,951,4,18/11/2024 20:32,paid,CAD,309.64,30.81,36.24,0
1010,ORD2024-001010,485,5,11/09/2024 10:54,closed,CAD,45.15,2.26,3,7.99
1011,ORD2024-001011,790,1,27/12/2024 06:54,fulfilled,CAD,132.16,2.9,16.8,0
1012,ORD2024-001012,360,7,06/11/2024 06:07,closed,CAD,4.91,0.25,0.61,7.99
1013,ORD2025-001013,581,2,12/05/2025 18:10,paid,CAD,8.55,0,1.11,7.99
1014,ORD2025-001014,403,1,06/07/2025 00:13,fulfilled,CAD,84.43,0,10.98,0
1015,ORD2025-001015,968,1,29/07/2025 02:17,fulfilled,CAD,121.68,4.17,15.28,19.99
1016,ORD2025-001016,862,6,23/01/2025 05:15,fulfilled,CAD,327.64,30.34,38.66,0
1017,ORD2024-001017,779,4,20/12/2024 20:54,paid,CAD,4.73,0,0.33,7.99
1018,ORD2025-001018,319,1,21/01/2025 10:36,closed,CAD,64.71,0.72,8.32,0
1019,ORD2024-001019,718,3,22/09/2024 03:38,closed,CAD,14.38,0,1.01,7.99
1020,ORD2025-001020,209,1,22/08/2025 17:44,closed,CAD,36.24,0,4.72,7.99
1021,ORD2025-001021,212,4,20/01/2025 08:41,fulfilled,CAD,9.53,0,0.67,7.99
1022,ORD2025-001022,958,1,06/02/2025 09:27,closed,CAD,272.12,22.08,32.51,0
1023,ORD2025-001023,942,1,05/05/2025 12:19,fulfilled,CAD,593.58,27,39.66,0
1024,ORD2024-001024,998,3,08/10/2024 13:37,fulfilled,CAD,225.04,29.35,25.44,19.99
1025,ORD2025-001025,982,1,12/01/2025 01:17,closed,CAD,181.7,0,23.62,19.99
1026,ORD2025-001026,579,2,08/06/2025 07:37,paid,CAD,49.48,0,6.43,7.99
1027,ORD2025-001027,888,2,21/02/2025 03:49,fulfilled,CAD,277.42,15.85,18.32,0
1028,ORD2024-001028,102,1,23/12/2024 00:44,closed,CAD,113,0,14.69,0
1029,ORD2025-001029,320,1,04/02/2025 18:17,paid,CAD,47.95,0,3.36,7.99
1030,ORD2024-001030,343,7,28/10/2024 04:42,fulfilled,CAD,109.32,0,7.65,0
1031,ORD2025-001031,852,6,20/06/2025 01:47,fulfilled,CAD,222.6,6.44,28.1,19.99
1032,ORD2024-001032,803,2,07/12/2024 16:22,closed,CAD,64.33,0.73,8.27,0
1033,ORD2025-001033,755,1,28/06/2025 19:50,closed,CAD,21.03,0,2.73,7.99
1034,ORD2025-001034,355,2,10/08/2025 03:27,fulfilled,CAD,19.4,0,2.52,7.99
1035,ORD2024-001035,907,4,07/12/2024 11:40,cancelled,CAD,778.38,90.69,89.4,0
1036,ORD2024-001036,971,5,17/12/2024 07:30,closed,CAD,164.94,6.69,11.08,19.99
1037,ORD2025-001037,48,1,09/05/2025 11:37,paid,CAD,63.91,1.51,8.11,0
1038,ORD2025-001038,925,1,05/06/2025 02:14,paid,CAD,368.24,31.46,23.57,0
1039,ORD2025-001039,294,2,25/08/2025 23:23,paid,CAD,6,0,0.78,7.99
1040,ORD2024-001040,22,4,01/12/2024 00:27,paid,CAD,22.29,0,2.9,7.99
1041,ORD2025-001041,463,1,22/01/2025 22:03,closed,CAD,181.28,0,12.69,0
1042,ORD2025-001042,767,1,26/06/2025 21:12,fulfilled,CAD,100.56,0,7.04,0
1043,ORD2024-001043,956,3,29/10/2024 13:23,paid,CAD,279.24,25.31,17.77,0
1044,ORD2024-001044,679,5,29/11/2024 17:24,paid,CAD,208.95,0,14.63,0
1045,ORD2025-001045,394,4,03/07/2025 12:11,fulfilled,CAD,29.24,1.46,3.61,7.99
1046,ORD2024-001046,619,1,23/10/2024 21:48,closed,CAD,51.23,1.84,6.42,7.99
1047,ORD2024-001047,874,5,17/12/2024 22:18,fulfilled,CAD,176.16,13.32,11.4,19.99
1048,ORD2024-001048,123,6,11/10/2024 07:33,paid,CAD,35.87,0,4.66,7.99
1049,ORD2025-001049,944,2,20/01/2025 09:43,paid,CAD,92.26,0,6.46,19.99
1050,ORD2025-001050,603,4,27/02/2025 01:55,paid,CAD,93.92,2.24,6.42,0
1051,ORD2025-001051,450,6,25/02/2025 11:31,fulfilled,CAD,29.1,0,2.04,7.99
1052,ORD2024-001052,972,2,30/12/2024 01:52,closed,CAD,240.36,9.53,30.01,19.99
1053,ORD2025-001053,863,1,27/01/2025 13:53,cancelled,CAD,252.2,4.92,17.31,19.99
1054,ORD2024-001054,704,1,09/12/2024 23:08,closed,CAD,8.1,0,0.57,7.99
1055,ORD2025-001055,861,1,02/07/2025 08:21,paid,CAD,267.8,40.17,15.93,19.99
1056,ORD2024-001056,323,1,05/11/2024 22:21,fulfilled,CAD,11.2,0,1.46,7.99
1057,ORD2024-001057,865,3,17/09/2024 20:49,paid,CAD,241.68,2.42,16.74,19.99
1058,ORD2025-001058,114,1,22/01/2025 11:18,fulfilled,CAD,104.02,0,13.52,0
1059,ORD2024-001059,841,3,13/09/2024 13:30,paid,CAD,24.84,0.53,3.16,7.99
1060,ORD2025-001060,570,4,30/04/2025 10:59,fulfilled,CAD,70.05,0.83,9,0
1061,ORD2024-001061,784,2,17/12/2024 17:08,fulfilled,CAD,11.09,0,1.44,7.99
1062,ORD2025-001062,349,1,28/06/2025 16:32,closed,CAD,24.4,0,1.71,7.99
1063,ORD2024-001063,621,2,22/11/2024 10:01,fulfilled,CAD,32.65,0,2.29,7.99
1064,ORD2025-001064,554,2,15/01/2025 16:03,paid,CAD,46.43,0.88,5.92,7.99
1065,ORD2025-001065,835,1,04/02/2025 08:46,fulfilled,CAD,15.4,0,2,7.99
1066,ORD2024-001066,582,7,27/12/2024 02:08,fulfilled,CAD,38.59,0,2.7,7.99
1067,ORD2025-001067,39,3,25/01/2025 08:35,closed,CAD,39.09,0,5.08,7.99
1068,ORD2024-001068,124,1,23/09/2024 22:42,fulfilled,CAD,6.16,0.31,0.41,7.99
1069,ORD2025-001069,34,5,12/06/2025 10:44,fulfilled,CAD,108.87,5.44,13.45,0
1070,ORD2025-001070,35,2,04/01/2025 04:30,closed,CAD,6.07,0,0.42,7.99
1071,ORD2025-001071,12,1,17/05/2025 19:32,fulfilled,CAD,36.06,0,2.52,7.99
1072,ORD2025-001072,484,3,11/08/2025 14:08,closed,CAD,53.1,0,6.9,0
1073,ORD2025-001073,909,1,23/06/2025 13:55,paid,CAD,243.02,0,31.59,19.99
1074,ORD2025-001074,365,5,13/02/2025 22:40,closed,CAD,7,0.35,0.47,7.99
1075,ORD2025-001075,690,5,14/04/2025 00:07,paid,CAD,18.54,0,1.3,7.99
1076,ORD2025-001076,300,3,08/04/2025 16:15,closed,CAD,23.5,0,3.05,7.99
1077,ORD2025-001077,476,2,30/01/2025 13:00,paid,CAD,5.52,0,0.39,7.99
1078,ORD2025-001078,998,2,03/09/2025 09:25,paid,CAD,219.52,10.4,27.19,19.99
1079,ORD2025-001079,788,2,07/08/2025 10:14,fulfilled,CAD,142.81,2.65,18.23,0
1080,ORD2025-001080,139,1,05/01/2025 22:36,fulfilled,CAD,31.86,0,2.23,7.99
1081,ORD2025-001081,447,1,24/03/2025 03:25,fulfilled,CAD,39,0,2.73,7.99
1082,ORD2024-001082,440,1,03/11/2024 05:03,fulfilled,CAD,55.77,0,3.91,0
1083,ORD2025-001083,947,2,22/03/2025 04:50,paid,CAD,345.08,13.05,43.16,0
1084,ORD2024-001084,773,3,09/12/2024 05:09,paid,CAD,100.18,0,13.03,0
1085,ORD2025-001085,709,2,12/03/2025 15:06,fulfilled,CAD,20.25,0,2.63,7.99
1086,ORD2024-001086,562,2,19/12/2024 09:03,paid,CAD,165.51,0,11.58,0
1087,ORD2024-001087,999,1,12/12/2024 05:58,paid,CAD,121.28,8.18,14.7,19.99
1088,ORD2025-001088,701,7,21/03/2025 03:50,fulfilled,CAD,67.28,2.48,8.43,0
1089,ORD2024-001089,895,2,22/12/2024 19:43,closed,CAD,480.08,51.91,55.66,0
1090,ORD2024-001090,4,4,04/11/2024 17:29,paid,CAD,22.44,0,1.57,7.99
1091,ORD2024-001091,79,6,17/09/2024 02:43,fulfilled,CAD,29.16,0,3.79,7.99
1092,ORD2024-001092,342,4,18/10/2024 23:37,fulfilled,CAD,44.05,0.89,5.61,7.99
1093,ORD2024-001093,932,2,05/11/2024 14:07,fulfilled,CAD,412.08,9.48,28.18,0
1094,ORD2024-001094,688,3,06/12/2024 05:53,fulfilled,CAD,28.68,0,3.72,7.99
1095,ORD2025-001095,485,4,09/05/2025 04:03,paid,CAD,43.41,2.17,2.89,7.99
1096,ORD2025-001096,355,4,08/03/2025 16:30,closed,CAD,72.4,0,9.41,0
1097,ORD2025-001097,412,1,15/01/2025 09:59,fulfilled,CAD,51.48,2.14,6.42,7.99
1098,ORD2024-001098,355,1,17/11/2024 22:36,paid,CAD,116.78,0,15.19,0
1099,ORD2024-001099,150,1,27/12/2024 17:19,paid,CAD,26.66,0,3.46,7.99
1100,ORD2024-001100,709,2,08/11/2024 23:17,closed,CAD,72.14,0,9.38,0
1101,ORD2025-001101,626,1,01/03/2025 04:29,paid,CAD,52.8,0,3.7,0
1102,ORD2025-001102,189,6,29/06/2025 01:26,closed,CAD,9.64,0,1.25,7.99
1103,ORD2024-001103,332,2,23/11/2024 20:10,paid,CAD,11.14,0,0.78,7.99
1104,ORD2025-001104,564,3,05/08/2025 20:17,closed,CAD,50.95,0,3.58,0
1105,ORD2024-001105,541,1,12/12/2024 13:49,fulfilled,CAD,14.49,0.72,0.96,7.99
1106,ORD2025-001106,446,1,10/05/2025 04:41,paid,CAD,113.44,3.53,14.29,0
1107,ORD2024-001107,584,7,18/12/2024 16:13,fulfilled,CAD,39,0,2.73,7.99
1108,ORD2025-001108,960,1,25/04/2025 15:08,fulfilled,CAD,365.08,33.78,43.07,0
1109,ORD2024-001109,774,4,21/09/2024 01:07,fulfilled,CAD,4.25,0.21,0.53,7.99
1110,ORD2024-001110,316,1,16/09/2024 10:32,paid,CAD,81.71,0,5.71,0
1111,ORD2024-001111,312,2,28/09/2024 02:47,fulfilled,CAD,31.62,0,2.21,7.99
1112,ORD2025-001112,238,1,17/03/2025 19:48,fulfilled,CAD,42.1,0,2.95,7.99
1113,ORD2025-001113,65,4,03/06/2025 00:18,closed,CAD,19.6,0.38,2.5,7.99
1114,ORD2025-001114,762,7,20/02/2025 10:52,fulfilled,CAD,22.85,0.48,1.57,7.99
1115,ORD2024-001115,909,2,23/12/2024 07:33,fulfilled,CAD,261.32,21.12,31.23,19.99
1116,ORD2025-001116,953,1,18/02/2025 14:10,fulfilled,CAD,115.84,5.83,14.3,19.99
1117,ORD2024-001117,222,1,09/11/2024 05:35,paid,CAD,41.38,0,2.9,7.99
1118,ORD2025-001118,265,2,26/04/2025 18:59,fulfilled,CAD,57.32,0,4.01,0
1119,ORD2024-001119,861,2,24/10/2024 09:15,paid,CAD,236.42,27.66,14.62,19.99
1120,ORD2025-001120,885,1,07/03/2025 00:12,paid,CAD,315.04,4.35,40.38,0
1121,ORD2025-001121,419,3,30/06/2025 02:28,paid,CAD,23.42,0,3.05,7.99
1122,ORD2024-001122,775,1,23/11/2024 16:23,closed,CAD,43.28,0,3.03,7.99
1123,ORD2025-001123,60,6,03/07/2025 14:25,fulfilled,CAD,11.25,0,1.46,7.99
1124,ORD2025-001124,664,4,19/01/2025 20:53,fulfilled,CAD,34.86,0.66,2.39,7.99
1125,ORD2025-001125,92,5,15/01/2025 23:54,cancelled,CAD,5.01,0,0.35,7.99
1126,ORD2025-001126,60,6,15/07/2025 20:10,fulfilled,CAD,17.8,0,2.31,7.99
1127,ORD2025-001127,449,4,13/03/2025 21:35,fulfilled,CAD,14,0,1.82,7.99
1128,ORD2025-001128,734,4,23/05/2025 14:06,fulfilled,CAD,49.29,0,3.45,7.99
1129,ORD2025-001129,552,3,05/03/2025 07:08,cancelled,CAD,15.4,0,1.08,7.99
1130,ORD2024-001130,464,1,10/12/2024 13:11,fulfilled,CAD,19.26,0.96,2.38,7.99
1131,ORD2025-001131,61,1,17/02/2025 05:45,fulfilled,CAD,5.62,0,0.73,7.99
1132,ORD2025-001132,776,1,05/05/2025 22:56,fulfilled,CAD,28.06,0,1.96,7.99
1133,ORD2025-001133,210,7,07/03/2025 09:06,paid,CAD,30.19,0.2,3.9,7.99
1134,ORD2024-001134,287,4,23/12/2024 19:02,fulfilled,CAD,38.65,0,5.03,7.99
1135,ORD2025-001135,980,4,21/04/2025 06:58,fulfilled,CAD,231.8,0,30.13,19.99
1136,ORD2025-001136,7,3,27/01/2025 11:36,fulfilled,CAD,27.73,1.39,3.42,7.99
1137,ORD2025-001137,224,1,08/02/2025 09:14,paid,CAD,11.11,0.56,1.37,7.99
1138,ORD2024-001138,377,4,09/10/2024 00:50,fulfilled,CAD,9.61,0.48,1.19,7.99
1139,ORD2025-001139,349,7,28/02/2025 12:35,cancelled,CAD,99.88,0,6.99,0
1140,ORD2025-001140,222,1,27/07/2025 11:29,closed,CAD,21.52,0,1.51,7.99
1141,ORD2024-001141,974,6,30/09/2024 00:21,fulfilled,CAD,639.58,28.2,79.47,0
1142,ORD2025-001142,405,1,25/07/2025 08:46,fulfilled,CAD,86.64,0,6.06,0
1143,ORD2025-001143,577,1,25/03/2025 17:01,fulfilled,CAD,11.79,0,1.53,7.99
1144,ORD2025-001144,871,4,17/01/2025 11:54,fulfilled,CAD,275.44,0,35.81,0
1145,ORD2024-001145,386,1,14/10/2024 18:05,paid,CAD,58.3,0.95,4.01,0
1146,ORD2025-001146,143,5,29/01/2025 21:36,paid,CAD,80.75,0,10.5,0
1147,ORD2025-001147,914,1,08/06/2025 03:54,fulfilled,CAD,118.44,4.42,7.98,19.99
1148,ORD2025-001148,408,6,20/06/2025 04:52,fulfilled,CAD,19.2,0.96,1.28,7.99
1149,ORD2024-001149,397,1,29/12/2024 12:03,paid,CAD,57.32,0,7.45,0
1150,ORD2024-001150,770,3,21/11/2024 10:28,fulfilled,CAD,159.58,5.42,10.79,0
1151,ORD2025-001151,648,5,22/03/2025 17:28,fulfilled,CAD,37.46,1.22,2.54,7.99
